Time,L,F
2,0.94974,-0.342139664846837
2.00473684210526,0.95981598311781,2.60416431169513
2.00947368421053,0.970491855679854,1.87837809300622
2.01421052631579,0.981209223599047,2.13670206416532
2.01894736842105,0.991811999855624,2.5834124113754
2.02368421052632,1.00257884337309,3.10629379690814
2.02842105263158,1.01329025929583,3.93536483809058
2.03315789473684,1.02398476210707,4.56216904176321
2.03789473684211,1.0346129805487,5.3815120670833
2.04263157894737,1.04537184927942,6.12252955113796
2.04736842105263,1.05599555897078,7.68017909779396
2.05210526315789,1.06668601878658,8.7997255019802
2.05684210526316,1.0773644576246,10.5042936472844
2.06157894736842,1.08802894640377,11.9519574845244
2.06631578947368,1.0987733793922,14.0719062121776
2.07105263157895,1.10943813890969,16.6659304807854
2.07578947368421,1.12018475149822,19.560993088348
2.08052631578947,1.13083161882293,22.3781155540724
2.08526315789474,1.14156526055105,26.1463677510737
2.09,1.15215,30.6532108780038
2.11,1.17541,33.8176395205379
2.12703210941574,1.17539015966549,31.9830633040529
2.14670142566011,1.17541575557069,31.1770709802685
2.16941628687182,1.17546912819119,30.6048132236259
2.19564825718827,1.17543,28.8740037197818
2.22594191649217,1.17539074698062,27.4870687637217
2.26092616597669,1.17541332507742,27.3434872119403
2.30132728423436,1.17539,26.8680142977741
2.34798400491643,1.17539012018547,25.6060628532179
2.40186492897701,1.17540640995977,25.1359735885989
2.46408863298323,1.17540584354337,24.1090166620012
2.53594689094297,1.17541,23.9136857823059
2.61893149173903,1.1754479529594,23.2373604918701
2.71476520890399,1.17543583291081,22.60064734858
2.82543756567324,1.17542941525227,21.4836787285264
2.95324613780422,1.17541976828669,20.8982980232415
3.10084425161524,1.17539,20.480466321904
3.2712960674625,1.17541987261919,19.6113639527903
3.46814019219724,1.17541,19.2527209571186
3.69546314120767,1.17538034424095,18.4163889782764
3.95798417512951,1.1754093605385,17.8086990276547
4.26115327244854,1.17541,17.3873287161725
4.61126427192218,1.17541,16.6943660082736
5.01558553367481,1.17543,16.2778110343644
5.48251083151182,1.17544991674835,15.4511524092855
6.02173360900098,1.17540098205076,15.2941226079856
6.64444821690517,1.17541,14.380724827439
7.36358230968758,1.17538774448393,14.7656046319711
8.19406522567779,1.17538326289194,14.3144735021507
9.1531379225139,1.17541372586155,14.047761978432
10.2607109021696,1.17538616337227,13.764916642506
11.5397775561473,1.17539890483309,13.7570939438789
13.0168915119484,1.17541,13.213256473458
14.7227178906105,1.17542616806059,12.885424597816
16.6926699195057,1.17539,12.7496222876523
18.9676441165817,1.17544597313611,12.7157642781607
21.5948693085903,1.1754066150585,12.5643271632942
24.6288871090542,1.17538870087188,12.5974537437769
28.1326842108526,1.17538,12.052737249423
32.179,1.17538,11.8544846261734
