Time,L,F
2,0.94976,0.0225063974994897
2.00473684210526,0.959811541390035,0.726150804422748
2.00947368421053,0.970509247220925,0.955407211289095
2.01421052631579,0.981226368761239,1.07738873261424
2.01894736842105,0.991826251800688,1.14586402169712
2.02368421052632,1.00262207115748,1.32146174248034
2.02842105263158,1.01326340312249,1.54595252314145
2.03315789473684,1.02402258448706,2.25742879465494
2.03789473684211,1.03459998710053,2.05170444427681
2.04263157894737,1.04534013447143,2.50312855058503
2.04736842105263,1.05602624843881,3.19110529793298
2.05210526315789,1.06675885540877,3.49983051605271
2.05684210526316,1.07741565590092,4.18386026579684
2.06157894736842,1.08810162625978,5.1223796663821
2.06631578947368,1.0988376978641,6.13959293153486
2.07105263157895,1.10941640839565,6.81488528855918
2.07578947368421,1.12019885151719,8.11384234998715
2.08052631578947,1.13084879660407,9.61919963639188
2.08526315789474,1.1415584279151,11.1591600983413
2.09,1.15211,13.6798561555138
2.11,1.17545,16.7019253858317
2.12703221734446,1.17540976159112,15.4119616538293
2.14670167494047,1.17544096565171,14.2359868743323
2.1694167186894,1.17541295949565,13.4599383761154
2.19564892209398,1.17539687052944,13.1560815512246
2.22594287631503,1.17541,12.5840267739989
2.2609274961044,1.17539113967091,12.2800073777481
2.30132907632983,1.17543,11.919716994229
2.34798637015034,1.17542995622479,11.284423956424
2.40186800187136,1.17538,11.1735565844365
2.46409257597735,1.17543,10.8916239297798
2.5359518998137,1.17544844102239,10.4448469650113
2.61893780203012,1.17541085146314,10.0390275904096
2.71477310354723,1.17543861773343,10.0543964392908
2.82544738401626,1.17542938218655,9.40835085590633
2.95325828629794,1.17546337304235,9.36147765168215
3.10085921645829,1.17544765496785,9.01579533615332
3.2713144295526,1.17543,8.91295470846087
3.46816264480073,1.17539497200052,8.61394822141179
3.69549051083045,1.17541,8.36363993121268
3.95801744615719,1.17543,7.57286618889668
4.26119361622267,1.1754033486676,7.50948823924567
4.61131308103559,1.17540370453793,7.42588101700057
5.01564446240505,1.17542714327285,7.61183731175705
5.48258184347154,1.17539,7.16320362111607
6.02181903327058,1.17540788983635,7.36236454899259
6.64455081413211,1.17540913343149,7.46610071819563
7.36370534989309,1.17543734947867,6.9509683524804
8.19421257981169,1.17545,7.12422571514713
9.1533141701496,1.17541623434794,6.62706082115644
10.2609214581426,1.17544867452586,7.20226855512636
11.5400288194211,1.17541,6.29468639409538
13.0171910405559,1.1754030560384,6.49034462432806
14.7230746071763,1.175449175848,6.54510206307334
16.6930943526241,1.17542813220903,6.66559225504392
18.9681486842297,1.17546149229578,6.5444264765242
21.5954686508024,1.17540977399359,6.27906613854632
24.6295984783216,1.17539,6.38966866687143
28.1335279301464,1.17541,5.98318361105771
32.18,1.17541,6.08475884688138
