Time,L,F
2,0.94976,0.191576498769612
2.00473684210526,0.959826891751869,1.54754085355988
2.00947368421053,0.970451779078979,1.23966867119726
2.01421052631579,0.981185428549177,1.66361261167602
2.01894736842105,0.99183948914754,1.79202240944066
2.02368421052632,1.00255188118015,2.2385732779462
2.02842105263158,1.01328989305528,2.41193526878614
2.03315789473684,1.0239651085623,3.29378461113442
2.03789473684211,1.03461798695824,3.70181327731523
2.04263157894737,1.04530585407707,4.5792895533375
2.04736842105263,1.05599050041418,5.58785024006961
2.05210526315789,1.06674043051621,6.59946933126693
2.05684210526316,1.07740183110018,7.65668987842885
2.06157894736842,1.08806535834802,9.41071296334506
2.06631578947368,1.09878956947783,10.9898138370064
2.07105263157895,1.10945619597462,12.9031881311144
2.07578947368421,1.12018235751679,15.7929529826303
2.08052631578947,1.13084984785161,18.2712422690795
2.08526315789474,1.14151666434448,21.6500278121794
2.09,1.15211,25.3713414551637
2.11,1.17541,29.0939665693458
2.12703221734446,1.17539013482735,27.2957309780376
2.14670167494047,1.17541215847568,26.7842848092393
2.1694167186894,1.17542852025218,25.3940644800402
2.19564892209398,1.17544146842904,25.2422048741859
2.22594287631503,1.17538108524897,24.684006477833
2.2609274961044,1.17539113967091,23.339772251415
2.30132907632983,1.17544458634955,23.0537626808563
2.34798637015034,1.17539004377521,22.5642086746313
2.40186800187136,1.17543,22.2884734214272
2.46409257597735,1.17538729552222,21.183336999784
2.5359518998137,1.1753910393184,20.627759276524
2.61893780203012,1.17539255438941,20.32952370723
2.71477310354723,1.17543276453314,19.5806207095715
2.82544738401626,1.17536092672017,18.7305119159677
2.95325828629794,1.17540900600838,18.6403607987487
3.10085921645829,1.175412724748,18.2261162454294
3.2713144295526,1.17540378018664,17.6158361439523
3.46816264480073,1.17543892087855,16.9740231221981
3.69549051083045,1.17545,16.253358753562
3.95801744615719,1.1754100713492,15.5919175333034
4.26119361622267,1.17544055165692,15.5242745737174
4.61131308103559,1.17541629546207,14.7322576541432
5.01564446240505,1.17543888586946,15.0346741850681
5.48258184347154,1.17540856782437,14.4444106876309
6.02181903327058,1.17540108964972,13.6897149825109
6.64455081413211,1.17544909200616,13.6847705364572
7.36370534989309,1.17539734947867,13.4880845108267
8.19421257981169,1.17539942889046,13.0576166227125
9.1533141701496,1.17541,12.9869759863606
10.2609214581426,1.17541132547414,12.7102821861245
11.5400288194211,1.17545,12.1490887931761
13.0171910405559,1.1754230560384,12.3828604135863
14.7230746071763,1.17539,12.3011002562677
16.6930943526241,1.17543435190374,11.9452173744861
18.9681486842297,1.17543,11.8278740483449
21.5954686508024,1.17544984768591,11.6938912625374
24.6295984783216,1.17541,11.7305402547261
28.1335279301464,1.17540802240696,11.6902773696308
32.18,1.17545,11.5772189036137
