Time,L,F,SD
2,0.94979,0.365127293570472,0.87112344213257
2.00521052631579,0.960878894135768,3.77385721400517,1.41740874082393
2.01042105263158,0.972658743681721,2.36095086901182,1.03649396130435
2.01563157894737,0.98439471401924,1.9055842747954,0.965134726420497
2.02084210526316,0.996183106086068,2.47514267165165,1.07333302702559
2.02605263157895,1.00795747854305,3.47385430671343,1.29246828531267
2.03126315789474,1.01969640063707,4.534120612315,1.29450092840815
2.03647368421053,1.03148468148003,5.47213168640756,1.31765430594387
2.04168421052632,1.04323981414026,6.72478639981311,1.42250992379294
2.04689473684211,1.05499088583024,7.72015505613995,1.6422980097956
2.05210526315789,1.06676542520767,9.80564774353682,1.89944755712435
2.05731578947368,1.07852393752437,11.4501888826533,2.06502417649858
2.06252631578947,1.09026814581587,13.883418238651,2.24250543577512
2.06773684210526,1.1020343411494,16.0847402752219,2.19019488630971
2.07294736842105,1.11380524426447,19.4274528028417,2.47726848376638
2.07815789473684,1.12554486021507,23.5864210820246,2.24391540881224
2.08336842105263,1.13730556583951,27.5401108445256,2.33221346329356
2.08857894736842,1.14902342202007,32.2305677484232,2.53622654196769
2.09378947368421,1.16079875002389,37.8229917920193,2.82383072682408
2.099,1.172522,43.6572171031852,3.08622107631274
2.101,1.175678,43.9204327155744,3.12876506648115
3.62407692307692,1.17551654862692,20.318371145562,1.70681300779286
5.14715384615385,1.17550903413746,17.4636632406282,1.96006001646087
6.67023076923077,1.17551219390077,16.4134720152357,1.70306450603135
8.19330769230769,1.17551197997269,15.6173540533335,1.71396294230336
9.71638461538462,1.17548908693673,15.1300721248132,1.86439096085262
11.2394615384615,1.175504,15.0412444546713,1.74921243844457
12.7625384615385,1.17551562949477,14.1477605075148,1.87906825331901
14.2856153846154,1.17549643331816,14.4419319536929,2.0353892610209
15.8086923076923,1.17550797997269,14.0475623126891,1.93938729864218
17.3317692307692,1.175492,14.0815048534506,1.9809180758664
18.8548461538462,1.17550393627674,13.7614108972139,1.93143089671329
20.3779230769231,1.17551761766045,13.6693193450098,1.99522747399741
21.901,1.175506,13.752508601676,1.91287484224936
23.4240769230769,1.17552365043241,13.9065230209739,2.09693154498632
24.9471538461539,1.1755229676832,13.6870337856584,1.90922642349284
26.4702307692308,1.1755031142467,13.6064967293973,1.93813618914508
27.9933076923077,1.17551602002731,13.4091463015423,2.03257337261461
29.5163846153846,1.17551637778789,14.2524129507126,1.91183980189189
31.0394615384615,1.17550223577606,13.3503010273706,2.02081111703645
32.5625384615385,1.17551745952273,13.6047412925703,1.71075296239775
34.0856153846154,1.17553275557579,13.5640614997779,1.91296320673351
35.6086923076923,1.17549569542883,13.4232993062162,2.08880547735148
37.1317692307692,1.17550619390077,13.6510713502879,2.10306450921148
38.6548461538462,1.17550455348202,13.7505404387229,2.15751562887657
40.1779230769231,1.17550342952511,13.7557773408155,2.16521904443036
41.701,1.175512,13.5724086532983,2.13595111049195
43.2240769230769,1.17548860446063,13.479603631064,2.18829442477347
44.7471538461539,1.17550174237597,13.3246447365636,2.11330686922348
46.2702307692308,1.17549396358671,13.5590183295587,2.27282969345267
47.7933076923077,1.175506,13.4785154420539,2.25876541614079
49.3163846153846,1.17551346979648,13.426373822741,2.03882661108599
50.8394615384615,1.17550016841147,13.8529404181076,2.31196731833197
52.3625384615385,1.17550209103323,13.4931570263265,2.00691884930116
53.8856153846154,1.17549863996359,13.6258800605701,2.05312799570184
55.4086923076923,1.17551083447125,13.405102774521,2.10866777764752
56.9317692307692,1.17550557578516,13.4834725540613,2.00751319327788
58.4548461538462,1.17551225762403,12.9360397409694,2.26818718281318
59.9779230769231,1.17551501684115,13.2106743154022,2.36805441894603
61.501,1.175496,13.070565972585,2.16919651091505
