Time,L,F
2,0.94974,0.324500763144109
2.00473684210526,0.959808859048042,0.198175533666563
2.00947368421053,0.97049338443187,0.65407810611137
2.01421052631579,0.981174972593532,0.627009274437487
2.01894736842105,0.991823163650059,0.652836923320429
2.02368421052632,1.00259336311416,1.47349596957726
2.02842105263158,1.01330650272922,1.65884019237298
2.03315789473684,1.0239781871794,1.80282450636463
2.03789473684211,1.0345987201749,2.44945319459371
2.04263157894737,1.04533689155696,2.28833109046428
2.04736842105263,1.05601025402509,2.88834122229616
2.05210526315789,1.06676051137819,3.56677753608454
2.05684210526316,1.07742101018095,4.08728108571238
2.06157894736842,1.08808796431063,4.41347440301458
2.06631578947368,1.09881148260731,5.97857970176785
2.07105263157895,1.10947725001562,6.86885194742229
2.07578947368421,1.12018338392522,7.79369566847223
2.08052631578947,1.13081065697075,9.21943655579059
2.08526315789474,1.14151186809203,10.7837768187887
2.09,1.15206,12.7346170082929
2.11,1.17543,16.2679581802443
2.12703221734446,1.17540825762973,14.8359241237077
2.14670167494047,1.17540286339027,14.3241190117428
2.1694167186894,1.17541333125242,13.8926898561161
2.19564892209398,1.17541,13.0536926349322
2.22594287631503,1.17542955397073,12.6299608205373
2.2609274961044,1.17539113967091,12.426332404591
2.30132907632983,1.17545,12.0468520250557
2.34798637015034,1.17541077538439,11.7760120254828
2.40186800187136,1.17539,11.3988360658948
2.46409257597735,1.17539180298519,11.2730553195056
2.5359518998137,1.1754294803408,10.8902564256256
2.61893780203012,1.17545,10.6183158078222
2.71477310354723,1.17544438171551,10.383291211375
2.82544738401626,1.17540938218655,10.1847132736114
2.95325828629794,1.17544208302963,9.70816993837275
3.10085921645829,1.17541,9.70345470474241
3.2713144295526,1.17543,9.21284122177465
3.46816264480073,1.17544502799948,9.37847652753397
3.69549051083045,1.17542961336638,8.69215780539492
3.95801744615719,1.1754099286508,8.86257324931922
4.26119361622267,1.17545050155927,8.83405361541395
4.61131308103559,1.1753894431931,8.59621298286726
5.01564446240505,1.17542595609661,8.27607050279341
5.48258184347154,1.17545372189252,7.8791414555864
6.02181903327058,1.17541,7.82423061902016
6.64455081413211,1.17542665734055,7.68397329219123
7.36370534989309,1.175391024218,7.38791182584983
8.19421257981169,1.17539,7.69002443779048
9.1533141701496,1.17541,7.72565484971174
10.2609214581426,1.17541132547414,7.16707674246999
11.5400288194211,1.17543,7.4879472753879
13.0171910405559,1.17543944577208,7.11803748876709
14.7230746071763,1.17541120300554,6.99391920227605
16.6930943526241,1.17543,7.17331532387262
18.9681486842297,1.17540574614789,6.87500862273846
21.5954686508024,1.17541022600641,6.86858969200942
24.6295984783216,1.17542595619578,6.77710706490493
28.1335279301464,1.17544987867121,7.04135169996375
32.18,1.17545,6.96414886886883
