kstiff1,kstiff2,kstiff3,k1,k2,k_2,k3,s3,alpha3,ksr0,sigma0
1.3581,1.0578,0.0299,0.4113,1.1269,3.326,1.0322,0.0274,1.7252,1.6593,0.0212
